Year,Activity,Source,Destination,Energy (MW.h),Total Value (CAN$),Price (CAN$/MW.h)
2000,Exports,British Columbia,Oregon,178010,37885743.31,212.83
2000,Exports,British Columbia,South Dakota,12872,342241.31,26.59
2000,Exports,British Columbia,Total,9946637.908,1986611762,199.73
2000,Exports,British Columbia,Washington,4137689.628,458951382.8,110.92
2000,Exports,Manitoba,Minn / N. Dakota,9302705.075,444336626,34.94
2000,Exports,Manitoba,Minnesota,400,9100,22.75
2000,Exports,Manitoba,Total,9303105.075,444345726,34.94
2000,Exports,New Brunswick,Maine,4352541.948,252490764.3,56.9
2000,Exports,New Brunswick,Total,4352541.948,252490764.3,56.9
2000,Exports,Ontario,Michigan,1328782.652,121767399.9,63.92
2000,Exports,Ontario,Minnesota,417375,27727656.34,57.16
2000,Exports,Ontario,New York,2412988.473,138452723.2,56.95
2000,Exports,Ontario,Total,4159146.125,287947779.5,59.2
2000,Exports,Quebec,Maine,226533.68,14823850.04,65.44
2000,Exports,Quebec,Massachusetts,195915,11590025,59.16
2000,Exports,Quebec,New England-ISO,7438244,245354525.4,32.79
2000,Exports,Quebec,New York,10123744,593224453.9,57.77
2000,Exports,Quebec,Total,20232743.68,1067444979,46.56
2000,Exports,Quebec,Vermont,2248307,202452125,38.64
2000,Exports,Saskatchewan,Montana,244,21940.66,89.92
2000,Exports,Saskatchewan,North Dakota,228535,17677298.29,77.35
2000,Exports,Saskatchewan,Total,228779,17699238.95,77.36
2000,Exports,Total,Alaska,26618.28,3443803.13,129.38
2000,Exports,Total,Arizona,21846,4486476.97,205.37
2000,Exports,Total,California,5433131,1454586345,267.73
2000,Exports,Total,Colorado,11350,3287720.6,289.67
2000,Exports,Total,Idaho,132427,25637292.15,193.6
2000,Exports,Total,Maine,4579075.628,267314614.4,57.33
2000,Exports,Total,Massachusetts,195915,11590025,59.16
2000,Exports,Total,Michigan,1328782.652,121767399.9,63.92
2000,Exports,Total,Minn / N. Dakota,9302705.075,444336626,34.94
2000,Exports,Total,Minnesota,420175,27806408.34,56.97
2000,Exports,Total,Montana,257,22302.99,86.78
2000,Exports,Total,New England-ISO,7438244,245354525.4,32.79
2000,Exports,Total,New Mexico,30,1130.47,37.68
2000,Exports,Total,New York,12536732.47,731677177.1,57.61
2000,Exports,Total,North Dakota,230135,17719090.29,76.99
2000,Exports,Total,Oregon,180363,38480874.31,213.35
2000,Exports,Total,South Dakota,12872,342241.31,26.59
2000,Exports,Total,Total,48355835.74,4067144107,78.08
2000,Exports,Total,Vermont,2248307,202452125,38.64
2000,Exports,Total,Washington,4256869.628,466837928.5,109.67
2000,Imports,Idaho,Alberta,22105,9217107.92,416.97
2000,Imports,Idaho,Total,22105,9217107.92,416.97
2000,Imports,Iowa,Alberta,25,869,34.76
2000,Imports,Iowa,Total,25,869,34.76
2000,Imports,Maine,New Brunswick,18415.9,698063.04,37.91
2000,Imports,Maine,Quebec,782,69016.98,88.26
2000,Imports,Maine,Total,19197.9,767080.02,39.96
2000,Imports,Massachusetts,Quebec,1530,144211,94.26
2000,Imports,Massachusetts,Total,1530,144211,94.26
2000,Imports,Michigan,Ontario,1656101.8,84768394.66,51.19
2000,Imports,Michigan,Total,1656101.8,84768394.66,51.19
2000,Imports,Minn / N. Dakota,Manitoba,715570,20773747.05,26.93
2000,Imports,Minn / N. Dakota,Total,715570,20773747.05,26.93
2000,Imports,Minnesota,Ontario,2005,72627.76,36.22
2000,Imports,Minnesota,Total,2005,72627.76,36.22
2000,Imports,Montana,Alberta,2939.204,124661.51,42.41
2000,Imports,Montana,British Columbia,252,14935,59.27
2000,Imports,Montana,Total,3191.204,139596.51,43.74
2000,Imports,New England-ISO,Quebec,2128621,72166772.06,33.9
2000,Imports,New England-ISO,Total,2128621,72166772.06,33.9
2000,Imports,New York,Ontario,268285,19903470.49,74.19
2000,Imports,New York,Quebec,1822293,52982384.81,29.07
2000,Imports,New York,Total,2090578,72885855.3,34.86
2000,Imports,North Dakota,Alberta,52,2113,40.63
2000,Imports,North Dakota,Saskatchewan,696855,24021456.04,34.47
2000,Imports,North Dakota,Total,696907,24023569.04,34.47
2000,Imports,Oregon,Alberta,27013,1584289.67,58.65
2000,Imports,Oregon,Total,27013,1584289.67,58.65
2000,Imports,Texas,Alberta,25,13321,532.84
2000,Imports,Texas,Total,25,13321,532.84
2000,Imports,Total,Alberta,197537.204,32122894.03,162.62
2000,Imports,Total,British Columbia,5244932,336370524.2,64.13
2000,Imports,Total,Manitoba,715570,20773747.05,26.93
2000,Imports,Total,New Brunswick,18415.9,698063.04,37.91
2000,Imports,Total,Ontario,1926391.8,104744492.9,54.37
2000,Imports,Total,Quebec,3953226,125362384.9,31.71
2000,Imports,Total,Saskatchewan,696855,24021456.04,34.47
2000,Imports,Total,Total,12752927.9,644093562.1,50.39
2000,Imports,Washington,Alberta,145378,21180531.93,145.69
2000,Imports,Washington,British Columbia,5244680,336355589.2,64.13
2000,Imports,Washington,Total,5390058,357536121.2,66.33
2001,Exports,Alberta,California,142539,70864659,497.16
2001,Exports,Alberta,Idaho,10863,3483931.64,320.72
2001,Exports,Alberta,Iowa,5145,87294.14,15.27
2001,Exports,Alberta,Oregon,7632,2003775.78,262.55
2001,Exports,Alberta,Total,714561,249462160.7,349.1
2001,Exports,Alberta,Washington,548382,173022500.2,315.51
2001,Exports,British Columbia,Alaska,1238.44,92574,74.75
2001,Exports,British Columbia,Arizona,54954,6426144.52,116.94
2001,Exports,British Columbia,California,3241157,1625466758,501.51
2001,Exports,British Columbia,Colorado,36121,9438869.9,261.31
2001,Exports,British Columbia,Idaho,2300,1193452.29,518.89
2001,Exports,British Columbia,North Dakota,130,6630.02,51
2001,Exports,British Columbia,Oregon,143145,33259642.55,232.35
2001,Exports,British Columbia,Texas,3600,1316844,365.79
2001,Exports,British Columbia,Total,6101832.814,2085268295,341.74
2001,Exports,British Columbia,Washington,2619153.374,408067379.4,155.8
2001,Exports,Manitoba,Minn / N. Dakota,9756305.02,534565261.4,54.43
2001,Exports,Manitoba,Minnesota,1225,31055.7,25.35
2001,Exports,Manitoba,Total,9757530.02,534596317.1,54.42
2001,Exports,New Brunswick,Maine,3436964.381,247590956.1,67.97
2001,Exports,New Brunswick,Maryland,37200,58213.54,1.56
2001,Exports,New Brunswick,Total,3474164.381,247649169.6,67.26
2001,Exports,Nova Scotia,Maine,350,17580.5,50.23
2001,Exports,Nova Scotia,Total,350,17580.5,50.23
2001,Exports,Ontario,Michigan,74035.152,7013113.97,94.73
2001,Exports,Ontario,Minnesota,378058,22426918.95,53.74
2001,Exports,Ontario,New York,2922470.252,172338319.5,54.54
2001,Exports,Ontario,Total,3374563.404,201778352.4,55.33
2001,Exports,Quebec,Maine,835619.81,66268406.34,79.3
2001,Exports,Quebec,Massachusetts,371191,20227490,54.49
2001,Exports,Quebec,New England-ISO,2458142,124746497.3,50.57
2001,Exports,Quebec,New York,8921442,504342051.9,51.25
2001,Exports,Quebec,Total,14819801.51,928268009,51.4
2001,Exports,Quebec,Vermont,2233406.7,212683563.5,41.94
2001,Exports,Saskatchewan,North Dakota,245006,16167154.16,61.71
2001,Exports,Saskatchewan,Total,245006,16167154.16,61.71
2001,Exports,Total,Alaska,1238.44,92574,74.75
2001,Exports,Total,Arizona,54954,6426144.52,116.94
2001,Exports,Total,California,3383696,1696331417,501.33
2001,Exports,Total,Colorado,36121,9438869.9,261.31
2001,Exports,Total,Idaho,13163,4677383.93,355.34
2001,Exports,Total,Iowa,5145,87294.14,15.27
2001,Exports,Total,Maine,4272934.191,313876942.9,70.19
2001,Exports,Total,Maryland,37200,58213.54,1.56
2001,Exports,Total,Massachusetts,371191,20227490,54.49
2001,Exports,Total,Michigan,74035.152,7013113.97,94.73
2001,Exports,Total,Minn / N. Dakota,9756305.02,534565261.4,54.43
2001,Exports,Total,Minnesota,379283,22457974.65,53.65
2001,Exports,Total,New England-ISO,2458142,124746497.3,50.57
2001,Exports,Total,New York,11843912.25,676680371.4,52.06
2001,Exports,Total,North Dakota,245136,16173784.18,61.7
2001,Exports,Total,Oregon,150777,35263418.33,233.88
2001,Exports,Total,Texas,3600,1316844,365.79
2001,Exports,Total,Total,38487809.13,4263207038,105.57
2001,Exports,Total,Vermont,2233406.7,212683563.5,41.94
2001,Exports,Total,Washington,3167535.374,581089879.5,183.45
2001,Imports,California,Alberta,200,44417,222.09
2001,Imports,California,Total,200,44417,222.09
2001,Imports,Idaho,Alberta,9468,1165172.1,123.06
2001,Imports,Idaho,British Columbia,4409,112810,25.59
2001,Imports,Idaho,Total,13877,1277982.1,92.09
2001,Imports,Maine,New Brunswick,80102.5,3949095.06,49.3
2001,Imports,Maine,Nova Scotia,15,1576.48,105.1
2001,Imports,Maine,Quebec,444,617063.37,1131.66
2001,Imports,Maine,Total,80561.5,4567734.91,55.28
2001,Imports,Michigan,Ontario,2175611.7,137698023.3,63.29
2001,Imports,Michigan,Total,2175611.7,137698023.3,63.29
2001,Imports,Minn / N. Dakota,Manitoba,657360,40377139.3,56.18
2001,Imports,Minn / N. Dakota,Total,657360,40377139.3,56.18
2001,Imports,Minnesota,Manitoba,206,9453.72,45.89
2001,Imports,Minnesota,Ontario,28425,728883.2,25.64
2001,Imports,Minnesota,Total,28631,738336.92,25.79
2001,Imports,Montana,Alberta,25,980,39.2
2001,Imports,Montana,British Columbia,30,2055,68.5
2001,Imports,Montana,Total,55,3035,55.18
2001,Imports,New York,Ontario,634248,63491485.89,100.11
2001,Imports,New York,Quebec,3448352,138973279,40.3
2001,Imports,New York,Total,4082600,202464764.9,49.59
2001,Imports,North Dakota,Saskatchewan,855058,29906173.15,34.98
2001,Imports,North Dakota,Total,855058,29906173.15,34.98
2001,Imports,Oregon,Alberta,8811,839487.49,95.28
2001,Imports,Oregon,British Columbia,2360,54000,22.88
2001,Imports,Oregon,Total,11171,893487.49,79.98
2001,Imports,Total,Alberta,194259.66,10037920.5,51.67
2001,Imports,Total,British Columbia,8040923,1382150009,171.89
2001,Imports,Total,Manitoba,657566,40386593.02,56.18
2001,Imports,Total,New Brunswick,80102.5,3949095.06,49.3
2001,Imports,Total,Nova Scotia,15,1576.48,105.1
2001,Imports,Total,Ontario,2838284.7,201918392.4,71.14
2001,Imports,Total,Quebec,3448796,139590342.4,40.44
2001,Imports,Total,Saskatchewan,855058,29906173.15,34.98
2001,Imports,Total,Total,16115004.86,1807940102,111.97
2001,Imports,Washington,Alberta,175755.66,7987863.91,45.45
2001,Imports,Washington,British Columbia,8034124,1381981144,172.01
2001,Imports,Washington,Total,8209879.66,1389969007,169.3
2002,Exports,Alberta,Oregon,545,16239,29.8
2002,Exports,Alberta,Total,52998,1974814.96,37.26
2002,Exports,Alberta,Washington,52453,1958575.96,37.34
2002,Exports,British Columbia,Alaska,939.68,255001,271.37
2002,Exports,British Columbia,Arizona,63361,3085966.96,48.7
2002,Exports,British Columbia,California,3168526,108544314.7,34.26
2002,Exports,British Columbia,Colorado,6707,308191.72,45.95
2002,Exports,British Columbia,Idaho,626,28283,45.18
2002,Exports,British Columbia,Minnesota,1314,105831.49,80.54
2002,Exports,British Columbia,Montana,52033,2580905.63,49.6
2002,Exports,British Columbia,Nevada,83672,7212238.46,86.2
2002,Exports,British Columbia,New Mexico,12017,916827.71,76.29
2002,Exports,British Columbia,North Dakota,42,2486.27,59.2
2002,Exports,British Columbia,Oregon,236071,15968490.21,67.64
2002,Exports,British Columbia,Pennsylvania,30,572.75,19.09
2002,Exports,British Columbia,South Dakota,363,10645.89,29.33
2002,Exports,British Columbia,Total,7964788.32,288907289,36.27
2002,Exports,British Columbia,Utah,8800,593178.6,67.41
2002,Exports,British Columbia,Washington,4309099.64,147798170.4,34.3
2002,Exports,British Columbia,Wyoming,21187,1496184.24,70.62
2002,Exports,Manitoba,Minn / N. Dakota,7409729.655,390467916.4,52.68
2002,Exports,Manitoba,Minnesota,75,1079,14.39
2002,Exports,Manitoba,Total,7409804.655,390468995.4,52.68
2002,Exports,New Brunswick,Maine,3043386.052,192668282.9,61.49
2002,Exports,New Brunswick,Total,3043386.052,192668282.9,61.49
2002,Exports,Nova Scotia,Maine,29817,1270414.82,42.61
2002,Exports,Nova Scotia,Total,29817,1270414.82,42.61
2002,Exports,Ontario,Michigan,240254.652,11247877.4,46.82
2002,Exports,Ontario,Minnesota,146803,5893296.45,40.14
2002,Exports,Ontario,New York,2448347.435,97577744.21,39.33
2002,Exports,Ontario,Ohio,110,4951,45.01
2002,Exports,Ontario,Pennsylvania,350,14789,42.25
2002,Exports,Ontario,Total,2836240.087,114755216.1,40.01
2002,Exports,Ontario,Virginia,375,16558,44.15
2002,Exports,Quebec,Maine,830996.92,42798338.02,51.5
2002,Exports,Quebec,Massachusetts,171728,11747847.59,68.41
2002,Exports,Quebec,New England-ISO,2400,137080,57.12
2002,Exports,Quebec,New York,11625721,568783267.4,45.34
2002,Exports,Quebec,Total,14738629.92,835675178.8,45.65
2002,Exports,Quebec,Vermont,2107784,212208645.8,43.21
2002,Exports,Saskatchewan,Montana,70,1788,25.54
2002,Exports,Saskatchewan,North Dakota,460784,25123491.44,42.9
2002,Exports,Saskatchewan,Total,460854,25125279.44,42.9
2002,Exports,Total,Alaska,939.68,255001,271.37
2002,Exports,Total,Arizona,63361,3085966.96,48.7
2002,Exports,Total,California,3168526,108544314.7,34.26
2002,Exports,Total,Colorado,6707,308191.72,45.95
2002,Exports,Total,Idaho,626,28283,45.18
2002,Exports,Total,Maine,3904199.972,236737035.7,59.22
2002,Exports,Total,Massachusetts,171728,11747847.59,68.41
2002,Exports,Total,Michigan,240254.652,11247877.4,46.82
2002,Exports,Total,Minn / N. Dakota,7409729.655,390467916.4,52.68
2002,Exports,Total,Minnesota,148192,6000206.94,40.49
2002,Exports,Total,Montana,52103,2582693.63,49.57
2002,Exports,Total,Nevada,83672,7212238.46,86.2
2002,Exports,Total,New England-ISO,2400,137080,57.12
2002,Exports,Total,New Mexico,12017,916827.71,76.29
2002,Exports,Total,New York,14074068.44,666361011.6,44.29
2002,Exports,Total,North Dakota,460826,25125977.71,42.9
2002,Exports,Total,Ohio,110,4951,45.01
2002,Exports,Total,Oregon,236616,15984729.21,67.56
2002,Exports,Total,Pennsylvania,380,15361.75,40.43
2002,Exports,Total,South Dakota,363,10645.89,29.33
2002,Exports,Total,Total,36536518.03,1850845471,45.86
2002,Exports,Total,Utah,8800,593178.6,67.41
2002,Exports,Total,Vermont,2107784,212208645.8,43.21
2002,Exports,Total,Virginia,375,16558,44.15
2002,Exports,Total,Washington,4361552.64,149756746.3,34.34
2002,Exports,Total,Wyoming,21187,1496184.24,70.62
2002,Imports,Idaho,Alberta,525,10114.5,19.27
2002,Imports,Idaho,Total,525,10114.5,19.27
2002,Imports,Illinois,Ontario,125015,7766732,62.13
2002,Imports,Illinois,Total,125015,7766732,62.13
2002,Imports,Indiana,Ontario,810,102751.27,126.85
2002,Imports,Indiana,Total,810,102751.27,126.85
2002,Imports,Maine,New Brunswick,9120.5,380436.2,41.71
2002,Imports,Maine,Quebec,182968,33531672.89,183.27
2002,Imports,Maine,Total,192088.5,33912109.09,176.54
2002,Imports,Michigan,Ontario,2474343.28,165543483.6,66.9
2002,Imports,Michigan,Total,2474343.28,165543483.6,66.9
2002,Imports,Minn / N. Dakota,Manitoba,2142733,60677119.61,28.32
2002,Imports,Minn / N. Dakota,Total,2142733,60677119.61,28.32
2002,Imports,Minnesota,Ontario,563823,36041850.69,63.92
2002,Imports,Minnesota,Total,563823,36041850.69,63.92
2002,Imports,Missouri,Ontario,136,5616.24,41.3
2002,Imports,Missouri,Total,136,5616.24,41.3
2002,Imports,New York,Ontario,748495.58,71827412.2,95.96
2002,Imports,New York,Quebec,2362766,100207666,42.41
2002,Imports,New York,Total,3111261.58,172035078.2,55.29
2002,Imports,North Dakota,Saskatchewan,962686,31235373.77,31.98
2002,Imports,North Dakota,Total,962686,31235373.77,31.98
2002,Imports,Ohio,Ontario,3902,231191.98,59.25
2002,Imports,Ohio,Total,3902,231191.98,59.25
2002,Imports,Oregon,Alberta,5466,223025,40.8
2002,Imports,Oregon,British Columbia,3205,74700,23.31
2002,Imports,Oregon,Total,8671,297725,34.34
2002,Imports,Pennsylvania,Ontario,96160,5187246.35,53.94
2002,Imports,Pennsylvania,Total,96160,5187246.35,53.94
2002,Imports,Total,Alberta,307935,10495120.52,34.08
2002,Imports,Total,British Columbia,5250185,122791665.5,23.39
2002,Imports,Total,Manitoba,2142733,60677119.61,28.32
2002,Imports,Total,New Brunswick,9120.5,380436.2,41.71
2002,Imports,Total,Ontario,4012684.86,286706284.3,71.45
2002,Imports,Total,Quebec,2545734,133739338.9,52.53
2002,Imports,Total,Saskatchewan,962686,31235373.77,31.98
2002,Imports,Total,Total,15231078.36,646025338.8,42.39
2002,Imports,Washington,Alberta,301944,10261981.02,33.99
2002,Imports,Washington,British Columbia,5246980,122716965.5,23.39
2002,Imports,Washington,Total,5548924,132978946.6,23.96
2003,Exports,Alberta,Idaho,25,123,4.92
2003,Exports,Alberta,Oregon,3939,185333.05,47.05
2003,Exports,Alberta,Total,73583,3639493.18,49.46
2003,Exports,Alberta,Washington,69618,3454037.13,49.61
2003,Exports,British Columbia,Alaska,1159.36,83026.19,71.61
2003,Exports,British Columbia,Arizona,36120,2652686.23,73.44
2003,Exports,British Columbia,California,3177123,180717872.5,56.88
2003,Exports,British Columbia,Colorado,2165,210202.34,97.09
2003,Exports,British Columbia,Idaho,1918,139501.81,72.73
2003,Exports,British Columbia,Montana,11070,783055.31,70.74
2003,Exports,British Columbia,Nebraska,2402,197042.38,82.03
2003,Exports,British Columbia,Nevada,220896,18609555.98,84.25
2003,Exports,British Columbia,New Mexico,22999,1912225.83,83.14
2003,Exports,British Columbia,Oregon,280440,20120200.42,71.75
2003,Exports,British Columbia,Total,7166437.96,383718048.3,53.54
2003,Exports,British Columbia,Utah,5762,605320.3,105.05
2003,Exports,British Columbia,Washington,3375732.6,155019783.3,45.92
2003,Exports,British Columbia,Wyoming,28651,2667575.78,93.11
2003,Exports,Manitoba,Minn / N. Dakota,4241931.5,263739800.1,62.17
2003,Exports,Manitoba,Total,4241941.5,263739800.1,62.17
2003,Exports,New Brunswick,Maine,2578904.175,161784123.3,62.08
2003,Exports,New Brunswick,New England-ISO,95883,6090360.45,63.52
2003,Exports,New Brunswick,New York,12302,798602.76,64.92
2003,Exports,New Brunswick,Total,2687089.175,168673086.5,62.14
2003,Exports,Nova Scotia,Maine,4407,215495.51,48.9
2003,Exports,Nova Scotia,New York,111339,7310475.91,65.66
2003,Exports,Nova Scotia,Total,115746,7525971.42,65.02
2003,Exports,Ontario,Michigan,1253348.452,63995480.38,51.06
2003,Exports,Ontario,Minnesota,153356,8699839.42,56.73
2003,Exports,Ontario,New England-ISO,3529,194639.87,55.15
2003,Exports,Ontario,New York,2863207.452,146411372.2,50.53
2003,Exports,Ontario,Ohio,2057,79548,38.67
2003,Exports,Ontario,Pennsylvania,17463,1149544.37,65.83
2003,Exports,Ontario,Total,4293878.904,220564618.3,50.97
2003,Exports,Ontario,Wisconsin,918,34194,37.25
2003,Exports,Quebec,Maine,997317.94,50129092.56,50.26
2003,Exports,Quebec,Massachusetts,43940,4577823.59,104.18
2003,Exports,Quebec,New England-ISO,139892,8627139.31,61.67
2003,Exports,Quebec,New York,7011583,566809253.9,77.3
2003,Exports,Quebec,Total,10038237.94,809875300.2,67.51
2003,Exports,Quebec,Vermont,1845505,179731990.9,39.22
2003,Exports,Saskatchewan,North Dakota,707287,45487795.88,62.41
2003,Exports,Saskatchewan,Pennsylvania,443,29887.42,67.47
2003,Exports,Saskatchewan,Total,707742,45517886.71,62.41
2003,Exports,Saskatchewan,Wisconsin,2,203.41,101.71
2003,Exports,Total,Alaska,1159.36,83026.19,71.61
2003,Exports,Total,Arizona,36120,2652686.23,73.44
2003,Exports,Total,California,3177123,180717872.5,56.88
2003,Exports,Total,Colorado,2165,210202.34,97.09
2003,Exports,Total,Idaho,1943,139624.81,71.86
2003,Exports,Total,Maine,3580629.115,212128711.4,58.77
2003,Exports,Total,Massachusetts,43940,4577823.59,104.18
2003,Exports,Total,Michigan,1253352.452,63995480.38,51.06
2003,Exports,Total,Minn / N. Dakota,4241931.5,263739800.1,62.17
2003,Exports,Total,Minnesota,153356,8699839.42,56.73
2003,Exports,Total,Montana,11070,783055.31,70.74
2003,Exports,Total,Nebraska,2402,197042.38,82.03
2003,Exports,Total,Nevada,220896,18609555.98,84.25
2003,Exports,Total,New England-ISO,239304,14912139.63,62.31
2003,Exports,Total,New Mexico,22999,1912225.83,83.14
2003,Exports,Total,New York,9998431.452,721329704.8,69.49
2003,Exports,Total,North Dakota,707287,45487795.88,62.41
2003,Exports,Total,Ohio,2057,79548,38.67
2003,Exports,Total,Oregon,284379,20305533.47,71.4
2003,Exports,Total,Pennsylvania,17906,1179431.79,65.87
2003,Exports,Total,Total,29324656.48,1903254205,60.23
2003,Exports,Total,Utah,5762,605320.3,105.05
2003,Exports,Total,Vermont,1845505,179731990.9,39.22
2003,Exports,Total,Washington,3445350.6,158473820.4,46
2003,Exports,Total,Wisconsin,920,34397.41,37.39
2003,Exports,Total,Wyoming,28651,2667575.78,93.11
2003,Imports,Illinois,Ontario,160185,14289894.58,89.21
2003,Imports,Illinois,Total,160185,14289894.58,89.21
2003,Imports,Iowa,Ontario,1319,40700.49,30.86
2003,Imports,Iowa,Total,1319,40700.49,30.86
2003,Imports,Maine,New Brunswick,72086.3,5147168.4,71.4
2003,Imports,Maine,Quebec,425962,36348606.07,85.33
2003,Imports,Maine,Total,498048.3,41495774.47,83.32
2003,Imports,Massachusetts,Ontario,2537,410164.6,161.67
2003,Imports,Massachusetts,Quebec,40800,4077796,99.95
2003,Imports,Massachusetts,Total,43337,4487960.6,103.56
2003,Imports,Michigan,Ontario,4817667.5,252452200.2,52.4
2003,Imports,Michigan,Total,4817667.5,252452200.2,52.4
2003,Imports,Minn / N. Dakota,Manitoba,5906405,252704802.4,42.78
2003,Imports,Minn / N. Dakota,Total,5906405,252704802.4,42.78
2003,Imports,Minnesota,Alberta,9567,675178,70.57
2003,Imports,Minnesota,Ontario,1203893,67244072.98,55.86
2003,Imports,Minnesota,Total,1213460,67919250.98,55.97
2003,Imports,Missouri,Ontario,208,10166,48.88
2003,Imports,Missouri,Total,208,10166,48.88
2003,Imports,Montana,Alberta,1001,56693.88,56.64
2003,Imports,Montana,Total,1001,56693.88,56.64
2003,Imports,New York,Ontario,1052483.05,80238712.69,76.24
2003,Imports,New York,Quebec,3458210,163435087.7,47.26
2003,Imports,New York,Total,4510693.05,243673800.4,54.02
2003,Imports,North Dakota,Saskatchewan,907602,36839985.07,40.59
2003,Imports,North Dakota,Total,907602,36839985.07,40.59
2003,Imports,Ohio,Ontario,13740,870589.36,63.36
2003,Imports,Ohio,Total,13740,870589.36,63.36
2003,Imports,Oregon,Alberta,6130,384166,62.67
2003,Imports,Oregon,British Columbia,15,2000,133.33
2003,Imports,Oregon,Total,6145,386166,62.84
2003,Imports,Pennsylvania,Nova Scotia,1221,118442.91,97
2003,Imports,Pennsylvania,Ontario,101590,6159783.69,60.63
2003,Imports,Pennsylvania,Total,102811,6278226.6,61.07
2003,Imports,Total,Alberta,331159,19643110.24,59.32
2003,Imports,Total,British Columbia,5087189,190507015.5,37.45
2003,Imports,Total,Manitoba,5906405,252704802.4,42.78
2003,Imports,Total,New Brunswick,72086.3,5147168.4,71.4
2003,Imports,Total,Nova Scotia,1221,118442.91,97
2003,Imports,Total,Ontario,7353622.55,421716284.5,57.35
2003,Imports,Total,Quebec,3924972,203861489.7,51.94
2003,Imports,Total,Saskatchewan,907758,36843527.83,40.59
2003,Imports,Total,Total,23584412.85,1130541842,47.94
2003,Imports,Washington,Alberta,314461,18527072.36,58.92
2003,Imports,Washington,British Columbia,5087174,190505015.5,37.45
2003,Imports,Washington,Saskatchewan,156,3542.76,22.71
2003,Imports,Washington,Total,5401791,209035630.7,38.7
2004,Exports,Alberta,Illinois,764,27339.56,35.78
2004,Exports,Alberta,Oregon,1073,53279.84,49.66
2004,Exports,Alberta,Pennsylvania,4276,309890.45,72.47
2004,Exports,Alberta,Total,130888,6231221.18,47.61
2004,Exports,Alberta,Washington,124287,5840711.33,46.99
2004,Exports,British Columbia,Alaska,1180.32,84666.95,71.73
2004,Exports,British Columbia,Arizona,103908,7730829.95,74.4
2004,Exports,British Columbia,California,2484223,140520938.3,56.57
2004,Exports,British Columbia,Colorado,4268,317153.14,74.31
2004,Exports,British Columbia,Idaho,32781,2496696.97,76.16
2004,Exports,British Columbia,Illinois,1168,90692.95,77.65
2004,Exports,British Columbia,Montana,40136,2517332.52,62.72
2004,Exports,British Columbia,Nevada,117178,9832309.45,83.91
2004,Exports,British Columbia,New Mexico,44494,3617949.62,81.31
2004,Exports,British Columbia,Oregon,425430,28313815.52,66.55
2004,Exports,British Columbia,Total,5393190.17,290499387.7,53.86
2004,Exports,British Columbia,Utah,14820,1358117.12,91.64
2004,Exports,British Columbia,Washington,2104504.85,91983171.49,43.71
2004,Exports,British Columbia,Wyoming,19081,1635713.7,85.72
2004,Exports,Manitoba,Minn / N. Dakota,6483842.48,377841693.1,58.27
2004,Exports,Manitoba,Total,6483842.48,377841693.1,58.27
2004,Exports,New Brunswick,Maine,2305506.7,136784667.2,58.51
2004,Exports,New Brunswick,Total,2305506.7,136784667.2,58.51
2004,Exports,Nova Scotia,Maine,115405,6123484,53.06
2004,Exports,Nova Scotia,Total,115405,6123484,53.06
2004,Exports,Ontario,Illinois,150,6709.87,44.73
2004,Exports,Ontario,Massachusetts,72,715.51,9.94
2004,Exports,Ontario,Michigan,2053793.574,92466431.44,45.02
2004,Exports,Ontario,Minnesota,262193,17699581.01,61.41
2004,Exports,Ontario,New England-ISO,4944,296662.02,60
2004,Exports,Ontario,New York,5775567.378,294730978.7,50.62
2004,Exports,Ontario,Ohio,2828,198773,70.29
2004,Exports,Ontario,Pennsylvania,81965,5195604.35,63.39
2004,Exports,Ontario,Total,8181512.952,410595455.9,49.7
2004,Exports,Quebec,Maine,1448916.38,74486212.28,51.41
2004,Exports,Quebec,New England-ISO,2626857,193786773.9,73.77
2004,Exports,Quebec,New York,3680953,312339146.5,81.26
2004,Exports,Quebec,Total,9478025.38,743074996.8,66.52
2004,Exports,Quebec,Vermont,1721299,162462864.2,36.67
2004,Exports,Saskatchewan,California,1,21,21
2004,Exports,Saskatchewan,Illinois,22,995,45.23
2004,Exports,Saskatchewan,Michigan,105,189,1.8
2004,Exports,Saskatchewan,North Dakota,685395,41965957.33,60.86
2004,Exports,Saskatchewan,Pennsylvania,21,1546.04,73.62
2004,Exports,Saskatchewan,Tennessee,2,128.81,64.41
2004,Exports,Saskatchewan,Total,685546,41968837.18,60.85
2004,Exports,Total,Alaska,1180.32,84666.95,71.73
2004,Exports,Total,Arizona,103908,7730829.95,74.4
2004,Exports,Total,California,2484224,140520959.3,56.57
2004,Exports,Total,Colorado,4268,317153.14,74.31
2004,Exports,Total,Idaho,32781,2496696.97,76.16
2004,Exports,Total,Illinois,2104,125737.38,59.76
2004,Exports,Total,Maine,3869828.08,217394363.5,55.69
2004,Exports,Total,Massachusetts,72,715.51,9.94
2004,Exports,Total,Michigan,2054386.574,92466620.44,45.01
2004,Exports,Total,Minn / N. Dakota,6483842.48,377841693.1,58.27
2004,Exports,Total,Minnesota,262193,17699581.01,61.41
2004,Exports,Total,Montana,40136,2517332.52,62.72
2004,Exports,Total,Nevada,117178,9832309.45,83.91
2004,Exports,Total,New England-ISO,2631801,194083435.9,73.75
2004,Exports,Total,New Mexico,44494,3617949.62,81.31
2004,Exports,Total,New York,9456520.378,607070125.2,62.55
2004,Exports,Total,North Dakota,685395,41965957.33,60.86
